sentence,label
car servicing ma ramro lagena,negative
waiting time awesome bhaena,negative
yo place thik jasto,neutral
yo technician oil change,neutral
"service cost babbal pani cha, kharab pani cha",neutral
car servicing ma thik experience bhayo,neutral
yo mechanic adhuro thiyo tara smooth bhayo,positive
waiting time ramaro cha tara bekar cha,negative
worker haru ekdam safa cha,positive
engine kaam ma just okay,neutral
delivery time ko barema oil change,neutral
yo workshop bhorosa thiyo tara bakwas bhayo,negative
REPAIR TIME EKDAM TERRIBLE CHA,negative
yo thau ko barema worth it,positive
yo thau lastai reliable cha,positive
MALAI SUPPORT TEAM NARAAMRO LAGENA,positive
yo spare parts thikkai chha,neutral
"battery service lajawab pani cha, fraud pani cha",neutral
service cost ekdam friendly cha,positive
yo auto workshop dherai samanya lagyo,neutral
malai yo place sahyog lagena,negative
"billing system imandar pani cha, dhilo pani chha",neutral
service cost excellent bhaena,negative
yo place thikai chha,neutral
vehicle performance ko barema chitta bujhyo,positive
bike servicing reasonable thiena,negative
"yo price ma gajjab cha, thag pani cha",neutral
car servicing ekdam thik cha,neutral
SERVICE TIME EKDAM DAMI CHA,positive
delivery time dherai ok lagyo,neutral
SERVICE TIME LASTAI CHEAP CHA,positive
billing system pura ignored chaina,positive
engine condition ramaro thiena,negative
service time ma thik jasto,neutral
repair cost ok cha,neutral
"replacement parts ma jabardast cha, chor pani cha",neutral
"yo charge ma sasto cha, disappointed pani cha",neutral
yo workshop chitto cha tara jhanjhat chha,negative
malai yo mechanic chor lagyo,negative
brake condition recommend chaina,negative
billing system use garda fohor feel bhayo,negative
billing system faltu thiyo tara reliable bhayo,positive
yo spare parts imandar bhaena,negative
engine condition cheap cha tara cheat chha,negative
yo auto workshop ma okay experience bhayo,neutral
bill amount pathetic cha tara excellent cha,positive
brake system ma unprofessional experience bhayo,negative
support team mast cha tara bad cha,negative
malai yo repair service thik lagyo,neutral
malai mero experience happy lagena,negative
yo servicing center use garda samanya feel bhayo,neutral
payment system use garda jhyau feel bhayo,negative
malai yo mechanic fraud lagyo,negative
phone response ma value for money,positive
ma parts replacement bata kaam bhayo,neutral
bill amount lastai babbal cha,positive
malai parts replacement okay lagyo,neutral
yo repair service ekdam thikkai cha,neutral
yo bill use garda galti feel bhayo,negative
customer service ko barema oil change,neutral
yo price ma safa experience bhayo,positive
malai yo technician nikamma lagyo,negative
yo workshop late thiyo tara honest bhayo,positive
bill amount thagi cha,negative
yo mechanic shop ma friendly experience bhayo,positive
repair cost ramaro thiena,negative
ma service cost bata thik jasto,neutral
bike servicing use garda okay feel bhayo,neutral
service cost friendly cha tara raddi cha,negative
engine condition pura samasya chaina,positive
repair time overpriced bhaena,positive
ma battery service bata ali thik,neutral
yo mechanic shop lastai happy cha,positive
yo mechanic sasto chaina,negative
phone response ko quality badhiya cha,positive
ma yo servicing bata on time,positive
replacement parts pura fohor chaina,positive
yo bill recommend cha tara mahango cha,negative
ma billing system bata waste of money,negative
"mero car condition quick pani cha, fohor pani cha",neutral
ma mero experience bata kaam bhayo,neutral
yo charge dherai khusi lagyo,positive
Billing system frustrated cha tara babbal cha,positive
yo auto workshop ko quality thik cha,neutral
bill amount ko quality quality cha,positive
mero experience use garda frustrated feel bhayo,negative
waiting time use garda unprofessional feel bhayo,negative
delivery time normal cha,neutral
"mero bike condition ma professional cha, kharab pani cha",neutral
malai yo mechanic dai average lagyo,neutral
brake condition ko barema satisfied chaina,negative
ma engine kaam bata oil change,neutral
yo charge ko barema on time,positive
parts quality ko barema damage bhayo,negative
phone response lastai satisfied cha,positive
waiting time ko quality okay cha,neutral
mero bike condition ko quality bhorosa cha,positive
payment system dherai average lagyo,neutral
malai yo repair service ok lagyo,neutral
yo garage ma okay experience bhayo,neutral
yo charge ma chitta bujhena,negative
YO MECHANIC SHOP KHUSI CHA,positive
brake condition ko quality bad chha,negative
parts quality value for money,positive
engine condition original parts,positive
complaint handling use garda ok feel bhayo,neutral
bill amount lastai normal cha,neutral
bike servicing dherai samanya lagyo,neutral
"replacement parts quality pani cha, bekar pani cha",neutral
worker haru angry thiena,positive
parts replacement pura khusi chaina,negative
yo workshop ko quality normal cha,neutral
yo charge dherai quick lagyo,positive
YO SERVICING SMOOTH CHA,positive
yo price ko barema extra charge,negative
"service cost ma quick cha, poor pani cha",neutral
yo charge ko quality worst cha,negative
service cost quick cha,positive
ma yo place bata service bhayo,neutral
engine condition dherai thik lagyo,neutral
"parts replacement ma reliable cha, duplicate pani cha",neutral
brake condition dherai jhanjhat lagyo,negative
malai engine condition okay lagyo,neutral
ma maintenance service bata thikkai cha,neutral
battery service lastai thikai cha,neutral
repair time ekdam bigreko chha,negative
yo place khusi cha tara poor cha,negative
WORKER HARU MA THIK GARENA,negative
yo price ko barema original parts,positive
MALAI YO MECHANIC SHOP THIKKAI LAGYO,neutral
ma vehicle performance bata just okay,neutral
"yo spare parts ma sifaris cha, thagi pani cha",neutral
yo repair service use garda bharpardo feel bhayo,positive
"mero experience ma smooth cha, kharab pani cha",neutral
"Phone response sifaris pani cha, faltu pani cha",neutral
"bill amount ma reasonable cha, phutyo pani cha",neutral
yo mechanic dai jhyau cha,negative
repair cost dherai smooth lagyo,positive
yo repair service late bhaena,positive
yo mechanic ekdam dami cha,positive
tyre condition use garda fohor feel bhayo,negative
"brake condition ma reasonable cha, delay pani cha",neutral
malai repair cost nice lagena,negative
repair time feri aauchu,positive
Engine kaam dherai annoyed lagyo,negative
Brake system dherai thik lagyo,neutral
mero experience happy cha,positive
"service time ma awesome cha, fraud pani cha",neutral
ENGINE REPAIR MA SMOOTH EXPERIENCE BHAYO,positive
ma support team bata just okay,neutral
engine repair great cha tara galti cha,negative
vehicle performance ko barema service bhayo,neutral
"yo mechanic dai bharpardo pani cha, angry pani cha",neutral
Billing system dherai thikkai lagyo,neutral
ma yo thau bata ali thik,neutral
tyre condition ma reliable experience bhayo,positive
YO GARAGE LASTAI OVERPRICED CHA,negative
tyre condition ekdam awful cha,negative
payment system good chaina,negative
yo workshop lajawab chaina,negative
parts replacement naramo thiyo tara prasanna bhayo,positive
car servicing lastai frustrated cha,negative
ma brake condition bata ali thik,neutral
bike servicing okay chha,neutral
waiting time ma satisfied chaina,negative
engine repair cheap thiyo tara bigriyo bhayo,negative
yo servicing center lastai faltu cha,negative
"Yo spare parts ramaro pani cha, bakwas pani cha",neutral
payment system dami cha tara dhila cha,negative
phone response nikamma thiyo tara good bhayo,positive
engine repair ma cheat experience bhayo,negative
engine repair ko barema low quality,negative
mero bike condition dherai naramo lagyo,negative
ma waiting time bata problem solve bhayo,positive
yo repair service recommend cha,positive
yo charge smooth bhaena,negative
"yo mechanic ma safa cha, naramro pani cha",neutral
ma bike servicing bata kaam bhayo,neutral
mero car condition highly recommend,positive
yo price dherai ok lagyo,neutral
TYRE CONDITION DHERAI BAKWAS LAGYO,negative
billing system ma okay experience bhayo,neutral
ma delivery time bata oil change,neutral
yo auto workshop ma durable experience bhayo,positive
MA MERO EXPERIENCE BATA SO SO,neutral
yo thau terrible thiyo tara bhorosilo bhayo,positive
"yo repair service ma babbal cha, scam pani cha",neutral
maintenance service chitta bujhyo,positive
"bike servicing ma affordable cha, late pani cha",neutral
mero bike condition ko quality thikkai cha,neutral
"yo mechanic shop friendly pani cha, faltu pani cha",neutral
car servicing use garda expensive feel bhayo,negative
malai parts quality best lagyo,positive
engine condition mitho thiena,negative
parts replacement jhanjhat cha tara sahyog cha,positive
phone response ma average experience bhayo,neutral
BRAKE CONDITION DHERAI THIK LAGYO,neutral
waiting time bad cha tara mast cha,positive
parts quality ekdam hawa cha,negative
malai billing system best lagyo,positive
ma vehicle performance bata original parts,positive
service cost ma original parts,positive
yo spare parts okay cha,neutral
overall experience badhiya thiena,negative
bill amount ekdam angry cha,negative
payment system ramro bhayo,positive
yo garage pura santusta chaina,negative
yo garage ko quality khusi cha,positive
mero bike condition ko barema on time,positive
yo place ma thikai experience bhayo,neutral
ma parts replacement bata service bhayo,neutral
replacement parts quick cha,positive
bill amount thik jasto,neutral
customer service use garda average feel bhayo,neutral
yo price raamro chaina,negative
repair cost santusta cha tara careless cha,negative
YO SPARE PARTS DHERAI JHYAU LAGYO,negative
complaint handling use garda dhila feel bhayo,negative
support team ko barema avoid garnu,negative
payment system mahango bhaena,positive
yo thau ko barema problem solve bhayo,positive
ma mero car condition bata thik jasto,neutral
yo price disappointed bhaena,positive
yo place ma chitta bujhena,negative
yo price pura poor chaina,positive
replacement parts galti cha tara friendly cha,positive
support team ma hidden charge,negative
engine kaam slow thiyo tara ramrari bhayo,positive
"YO THAU AWESOME PANI CHA, PHUTYO PANI CHA",neutral
Ma parts quality bata top quality,positive
yo repair service ekdam samanya cha,neutral
worker haru dherai quick lagyo,positive
support team kaam sakiyo,neutral
"brake system asal pani cha, ignored pani cha",neutral
yo bill dherai best lagyo,positive
mero bike condition ko barema thikai cha,neutral
brake system ko barema thik jasto,neutral
malai repair time prasanna lagena,negative
malai parts replacement ramrari lagyo,positive
yo servicing center ko quality worst chha,negative
bike servicing ma average experience bhayo,neutral
malai staff haru thikai lagyo,neutral
overall experience ma okay experience bhayo,neutral
yo mechanic shop mitho chaina,negative
yo place samanya cha,neutral
tyre condition lastai prasanna cha,positive
mero car condition ko quality sifaris chha,positive
brake system ekdam gajjab cha,positive
ma parts quality bata just okay,neutral
service time ma kaam bhayo,neutral
yo workshop use garda thik feel bhayo,neutral
yo mechanic ma feri aauchu,positive
SERVICE TIME SANTUSTA THIYO TARA NARAMO BHAYO,negative
yo technician satisfied cha tara pathetic cha,negative
Battery service ma man paryo,positive
customer service phutyo bhaena,positive
engine condition lastai dhokha cha,negative
payment system babbal chha tara frustrated cha,negative
Replacement parts bad cha,negative
delivery time ma recommend gardina,negative
ma yo repair service bata top quality,positive
parts replacement use garda thagi feel bhayo,negative
Delivery time lastai normal cha,neutral
brake condition honest chaina,negative
malai repair cost bhorosilo lagyo,positive
"yo thau ma ramrari cha, mahango pani cha",neutral
ma brake condition bata engine bigriyo,negative
tyre condition naramro thiyo tara santusta bhayo,positive
ma yo servicing bata worth it,positive
payment system slow thiena,positive
yo technician lastai samanya cha,neutral
engine repair ko barema original parts,positive
yo mechanic dai use garda prasanna feel bhayo,positive
yo thau engine check,neutral
vehicle performance terrible cha tara perfect cha,positive
yo technician ko quality phutyo cha,negative
yo spare parts sasto bhaena,negative
brake system use garda samanya feel bhayo,neutral
repair cost bhalo thiyo tara angry bhayo,negative
yo workshop rubbish cha,negative
malai bill amount thag lagyo,negative
car servicing ko barema purano parts,negative
yo spare parts ko quality okay cha,neutral
ma yo mechanic dai bata smooth cha,positive
malai tyre condition recommend lagyo,positive
repair time pura dhanyabad chaina,negative
yo place satisfied chaina,negative
service cost dherai scam lagyo,negative
ma yo auto workshop bata engine check,neutral
YO WORKSHOP MA KHUSI EXPERIENCE BHAYO,positive
engine repair ko quality damage cha,negative
tyre condition naramo cha tara quick cha,positive
Service cost use garda jhyau feel bhayo,negative
ma staff haru bata thikai cha,neutral
REPLACEMENT PARTS KO BAREMA KAAM BHAYO,neutral
replacement parts use garda average feel bhayo,neutral
"yo spare parts ma reasonable cha, dhokha pani cha",neutral
engine kaam phutyo thiyo tara asal bhayo,positive
yo mechanic dherai thik lagyo,neutral
yo workshop ma kaam bhayo,neutral
repair cost terrible chaina,positive
vehicle performance ekdam delay cha,negative
complaint handling ma ramro lagyo,positive
Brake system use garda santusta feel bhayo,positive
MA SERVICE TIME BATA HIGHLY RECOMMEND,positive
YO CHARGE SANTUSTA BHAENA,negative
malai customer service bekar lagena,positive
yo garage service bhayo,neutral
ma yo technician bata ramro bhayo,positive
staff haru ma so so,neutral
"delivery time ma khusi cha, adhuro pani cha",neutral
"yo charge gajjab pani cha, duplicate pani cha",neutral
Yo servicing center dherai thik lagyo,neutral
MALAI SERVICE TIME THIKAI LAGYO,neutral
yo technician raddi thiyo tara sasto bhayo,positive
yo charge damage thiena,positive
mero car condition ekdam naramo cha,negative
malai brake system bhalo lagena,negative
service cost ma value for money,positive
yo workshop dherai okay lagyo,neutral
bill amount sipalu thiyo tara rude bhayo,negative
yo bill duplicate bhaena,positive
repair time terrible thiyo tara fast bhayo,positive
battery service dherai jabardast lagyo,positive
parts replacement pura late chaina,positive
yo mechanic shop ko barema feri aauchu,positive
yo place waste chaina,positive
worker haru careless cha,negative
tyre condition pura dhokha chaina,positive
parts replacement ko barema thik bhayo,positive
complaint handling ma sundar experience bhayo,positive
yo charge sasto chaina,negative
malai yo spare parts normal lagyo,neutral
yo mechanic shop sasto thiyo tara unprofessional bhayo,negative
overall experience adhuro cha tara reasonable cha,positive
malai engine repair santusta lagena,negative
"car servicing perfect pani cha, raddi pani cha",neutral
repair time ko quality chor cha,negative
"yo servicing center nice pani cha, pathetic pani cha",neutral
billing system dherai thik lagyo,neutral
bill amount gajjab chaina,negative
mero car condition lajawab thiyo tara rubbish bhayo,negative
YO SPARE PARTS RECOMMEND CHAINA,negative
brake system lastai thikai cha,neutral
parts quality helpful thiyo tara dhila bhayo,negative
yo charge professional thiyo tara pathetic bhayo,negative
parts replacement lastai ignored cha,negative
malai engine condition friendly lagyo,positive
brake system ekdam naramro cha,negative
replacement parts ko quality fraud cha,negative
mero bike condition engine check,neutral
staff haru terrible chaina,positive
yo servicing center lastai delay cha,negative
"yo price ma satisfied cha, dukha pani cha",neutral
Battery service ekdam happy cha,positive
parts quality lastai ok cha,neutral
repair time ko quality bakbas cha,negative
replacement parts ma smooth cha,positive
"service time majja pani cha, mahengo pani cha",neutral
"vehicle performance lajawab pani cha, late pani cha",neutral
billing system ma thikai experience bhayo,neutral
mero bike condition jhyau cha,negative
staff haru naraamro thiyo tara quality bhayo,positive
yo price ma naramo experience bhayo,negative
"Staff haru great pani cha, slow pani cha",neutral
brake condition ma service bhayo,neutral
yo charge dherai samanya lagyo,neutral
replacement parts gajjab chaina,negative
payment system ma engine check,neutral
yo place best thiena,negative
"engine condition ma professional cha, luteko pani chha",neutral
parts quality kaam adhuro,negative
car servicing ko quality prasanna cha,positive
yo mechanic use garda mast feel bhayo,positive
malai service cost terrible lagena,positive
yo charge ma jabardast experience bhayo,positive
repair cost mast thiena,negative
overall experience rubbish bhaena,positive
Yo workshop ma thik experience bhayo,neutral
staff haru ko quality samanya cha,neutral
Bike servicing use garda thikai feel bhayo,neutral
parts quality lastai normal cha,neutral
service cost ekdam thikkai cha,neutral
replacement parts hawa thiena,positive
yo repair service use garda khera feel bhayo,negative
"yo mechanic shop ma ramrari cha, rubbish pani cha",neutral
malai vehicle performance ignored lagena,positive
"parts quality badhiya pani cha, bakwas pani cha",neutral
SERVICE TIME ASAL THIENA,negative
tyre condition ekdam affordable cha,positive
yo bill ma annoyed experience bhayo,negative
Complaint handling mitho thiyo tara damage bhayo,negative
malai mero bike condition disappointed lagyo,negative
SERVICE COST USE GARDA WASTE FEEL BHAYO,negative
parts quality pura thagi chaina,positive
"repair time affordable pani cha, dhila pani cha",neutral
mero bike condition babbal thiyo tara ruksha bhayo,negative
malai repair time cheap lagyo,positive
Yo place pura sahi chaina,negative
engine condition use garda khera feel bhayo,negative
repair cost professional cha,positive
yo auto workshop feri aauchu,positive
yo thau unprofessional bhaena,positive
yo mechanic shop fake bhaena,positive
YO MECHANIC USE GARDA DISAPPOINTED FEEL BHAYO,negative
yo servicing ko barema ramro lagyo,positive
mero bike condition lastai helpful cha,positive
YO AUTO WORKSHOP SAFA THIYO TARA THAGI BHAYO,negative
payment system ko barema used parts,negative
yo mechanic ma dhila experience bhayo,negative
customer service ma paisa khera,negative
mero car condition ko barema man paryo,positive
delivery time ko barema kaam adhuro,negative
Engine kaam normal cha,neutral
ma mero bike condition bata thik bhayo,positive
waiting time sundar chaina,negative
parts replacement worst chaina,positive
"mero car condition ma sundar cha, careless pani cha",neutral
yo charge ma phutyo experience bhayo,negative
yo servicing ma value for money,positive
payment system ekdam scam chha,negative
yo mechanic dai kaam sakiyo,neutral
yo mechanic shop dherai badhiya lagyo,positive
MALAI MERO EXPERIENCE ASAL LAGENA,negative
"bike servicing ma cheap cha, adhuro pani cha",neutral
Brake system rude thiyo tara raamro bhayo,positive
YO SERVICING MA FRIENDLY EXPERIENCE BHAYO,positive
engine kaam ma top quality,positive
service cost ko quality ok cha,neutral
yo workshop lastai okay cha,neutral
vehicle performance ma smooth cha,positive
SUPPORT TEAM KO BAREMA KAAM SAKIYO,neutral
Car servicing ma thikkai experience bhayo,neutral
mero experience problem cha tara sahi cha,positive
mero experience satisfied thiyo tara naramro bhayo,negative
staff haru use garda phutyo feel bhayo,negative
BRAKE SYSTEM KO BAREMA SAME ISSUE,negative
tyre condition rude thiena,positive
yo thau lastai bakbas cha,negative
"MERO BIKE CONDITION MA GOOD CHA, BAKBAS PANI CHA",neutral
battery service ma man parena,negative
yo bill ekdam expensive cha,negative
delivery time ekdam normal cha,neutral
mero experience ma thikkai experience bhayo,neutral
brake system ko quality recommend cha,positive
malai yo garage thikai lagyo,neutral
repair time ma ok experience bhayo,neutral
ma yo technician bata ali thik,neutral
support team ghatiya thiyo tara sasto bhayo,positive
staff haru smooth cha,positive
yo workshop ma ramro bhayena,negative
brake condition ramro lagena,negative
bike servicing ma thik jasto,neutral
complaint handling ko quality disappointed cha,negative
"mero bike condition cheap pani cha, frustrated pani cha",neutral
yo servicing center pura smooth chaina,negative
payment system ekdam nice cha,positive
yo workshop slow thiyo tara sifaris bhayo,positive
billing system ma cheat experience bhayo,negative
service cost happy thiena,negative
ma engine kaam bata purano parts,negative
phone response lastai fraud cha,negative
bill amount raamro bhaena,negative
payment system use garda mitho feel bhayo,positive
mero experience ma adhuro experience bhayo,negative
ma yo servicing center bata oil change,neutral
battery service lastai okay cha,neutral
engine condition ma gajjab experience bhayo,positive
YO BILL DHERAI SAMANYA LAGYO,neutral
MALAI PAYMENT SYSTEM BHOROSA LAGYO,positive
malai vehicle performance scam lagyo,negative
yo mechanic dai ko barema engine bigriyo,negative
yo spare parts ruksha thiyo tara happy bhayo,positive
vehicle performance jhur cha tara durable cha,positive
replacement parts ekdam pathetic cha,negative
overall experience fohor cha,negative
car servicing use garda reasonable feel bhayo,positive
malai yo mechanic shop thik lagyo,neutral
vehicle performance ma okay experience bhayo,neutral
ma staff haru bata man paryo,positive
brake condition use garda average feel bhayo,neutral
customer service pura fohor chaina,positive
billing system bakbas bhaena,positive
delivery time ko quality fohor cha,negative
yo charge lastai adhuro cha,negative
engine repair ma problem solve bhayo,positive
bill amount jabardast thiyo tara thagi bhayo,negative
bill amount smooth cha,positive
yo auto workshop bhorosilo thiyo tara luteko bhayo,negative
parts quality prasanna cha,positive
yo auto workshop ko barema kaam bhayo,neutral
yo mechanic dai lastai bad cha,negative
yo bill ma poor experience bhayo,negative
"bill amount ma badhiya cha, cheat pani cha",neutral
customer service sipalu cha,positive
yo workshop prasanna thiyo tara cheat bhayo,negative
battery service average cha,neutral
customer service ma worst experience bhayo,negative
REPLACEMENT PARTS KO BAREMA ALI THIK,neutral
malai billing system normal lagyo,neutral
engine condition hidden charge,negative
ma customer service bata oil change,neutral
service cost ekdam average cha,neutral
YO REPAIR SERVICE KO QUALITY DAMAGE CHA,negative
CAR SERVICING LASTAI THIKAI CHA,neutral
yo mechanic ko barema service bhayo,neutral
complaint handling use garda normal feel bhayo,neutral
waiting time ko barema used parts,negative
"car servicing affordable pani cha, naramo pani cha",neutral
brake system average cha,neutral
"yo place sahyog pani cha, worsened pani cha",neutral
yo mechanic ma problem solve bhayo,positive
malai repair time thikai lagyo,neutral
worker haru worth it,positive
bike servicing ko barema engine check,neutral
yo place ma mitho experience bhayo,positive
engine repair useless cha tara gajjab cha,positive
"yo price mitho pani cha, naraamro pani cha",neutral
car servicing thikai cha,neutral
YO REPAIR SERVICE EKDAM SANTUSTA CHA,positive
engine condition dherai majja lagyo,positive
malai complaint handling satisfied lagyo,positive
yo technician ma oil change,neutral
maintenance service dherai bakwas lagyo,negative
parts replacement ma quick experience bhayo,positive
malai parts replacement scam lagyo,negative
replacement parts satisfied chaina,negative
ma vehicle performance bata ramro lagena,negative
yo auto workshop pura genuine chaina,negative
engine repair ko quality sasto chha,positive
parts replacement terrible chaina,positive
service time affordable bhaena,negative
engine condition ma faltu experience bhayo,negative
engine kaam naramo cha tara dami cha,positive
service time dherai problem lagyo,negative
yo repair service dhilo thiena,positive
"billing system mast pani cha, luteko pani cha",neutral
malai yo mechanic dai poor lagyo,negative
MALAI YO GARAGE OVERPRICED LAGYO,negative
mero experience lastai cheap cha,positive
"replacement parts friendly pani cha, rude pani cha",neutral
phone response ma samanya experience bhayo,neutral
malai repair time fake lagena,positive
customer service ma so so,neutral
overall experience bigreko bhaena,positive
service time use garda sahi feel bhayo,positive
battery service ma top quality,positive
yo mechanic rubbish cha tara durable cha,positive
"YO THAU SANTUSTA PANI CHA, NIKAMMA PANI CHA",neutral
yo servicing center imandar chha,positive
tyre condition ko quality thikai chha,neutral
worker haru babbal thiyo tara dukha bhayo,negative
mero experience ma low quality,negative
mero experience ko quality thikkai cha,neutral
WAITING TIME MA THIK JASTO,neutral
yo servicing ma feri aauchu,positive
yo servicing center ko quality jhyau cha,negative
malai yo spare parts lajawab lagyo,positive
mero bike condition ma not recommended,negative
service cost ko quality worst cha,negative
"bike servicing ma sahi cha, dhokha pani cha",neutral
Mero car condition lastai bakwas cha,negative
service cost lastai sundar cha,positive
"yo repair service ma friendly cha, late pani chha",neutral
car servicing rude bhaena,positive
"customer service smooth pani cha, pathetic pani cha",neutral
mero car condition lastai cheap cha,positive
delivery time useless chaina,positive
yo mechanic ko quality excellent cha,positive
brake system adhuro thiyo tara perfect bhayo,positive
yo thau ko quality thikkai cha,neutral
yo price ma thikkai experience bhayo,neutral
malai service cost thik lagyo,neutral
malai service cost bigriyo lagyo,negative
brake condition ko barema problem solve bhayo,positive
phone response scam cha tara bhalo cha,positive
PARTS REPLACEMENT SATISFIED CHAINA,negative
yo servicing sundar chaina,negative
"yo charge honest pani cha, fraud pani cha",neutral
mero bike condition bigriyo thiena,positive
yo workshop imandar cha tara galti chha,negative
payment system man parena,negative
engine kaam ma sahyog experience bhayo,positive
malai phone response babbal lagena,negative
overall experience ma bad experience bhayo,negative
Complaint handling service bhayo,neutral
complaint handling pura adhuro chaina,positive
ma waiting time bata use nagarnu,negative
car servicing ko barema ramro bhayo,positive
DELIVERY TIME TERRIBLE THIENA,positive
maintenance service ramaro cha,positive
yo price purano parts,negative
MALAI BRAKE CONDITION SAMANYA LAGYO,neutral
yo workshop never again,negative
yo thau ko quality expensive cha,negative
mero car condition lastai terrible cha,negative
yo place lastai samanya chha,neutral
brake system ko barema avoid garnu,negative
yo place ma santusta experience bhayo,positive
parts replacement use garda thikkai feel bhayo,neutral
ma yo garage bata no response,negative
battery service affordable thiena,negative
malai parts quality ghatiya lagena,positive
OVERALL EXPERIENCE MA HIDDEN CHARGE,negative
engine kaam use garda thikai feel bhayo,neutral
engine kaam ekdam genuine cha,positive
vehicle performance ekdam careless cha,negative
yo spare parts asal cha,positive
customer service jabardast thiena,negative
yo auto workshop ko quality late cha,negative
repair time pura luteko chaina,positive
bike servicing ma thik experience bhayo,neutral
"WORKER HARU MA CHITTO CHA, USELESS PANI CHA",neutral
SERVICE TIME KO BAREMA CHITTA BUJHYO,positive
CAR SERVICING MA JHUTHO EXPERIENCE BHAYO,negative
yo auto workshop lastai okay cha,neutral
repair cost use garda ok feel bhayo,neutral
engine repair badhiya cha tara jhutho cha,negative
maintenance service ko quality thikkai cha,neutral
tyre condition majja cha tara thagi cha,negative
vehicle performance lastai samanya cha,neutral
repair cost ma late experience bhayo,negative
support team ma samanya experience bhayo,neutral
vehicle performance use garda safa feel bhayo,positive
service cost ma problem solve bhayo,positive
repair time bhorosa chaina,negative
customer service ekdam samanya cha,neutral
mero car condition ekdam average cha,neutral
yo thau helpful cha tara pathetic cha,negative
Malai yo mechanic ok lagyo,neutral
car servicing ma thikai cha,neutral
yo charge ma raddi experience bhayo,negative
ENGINE REPAIR LASTAI KHARAB CHA,negative
mero experience pura best chaina,negative
engine kaam use garda ramrari feel bhayo,positive
mero experience mahengo cha tara satisfied cha,positive
"staff haru ma sasto cha, bigreko pani cha",neutral
yo technician ekdam ok cha,neutral
yo thau ekdam okay cha,neutral
yo mechanic reliable cha tara useless cha,negative
staff haru ma thik experience bhayo,neutral
billing system used parts,negative
yo bill use garda lajawab feel bhayo,positive
ma support team bata oil change,neutral
delivery time pura awful chaina,positive
"yo technician gajjab pani cha, hawa pani cha",neutral
battery service dherai unprofessional lagyo,negative
Malai car servicing dukha lagyo,negative
ma yo workshop bata thik jasto,neutral
yo servicing ko quality chor cha,negative
yo price ko barema value for money,positive
yo repair service raamro thiena,negative
malai yo thau sasto lagena,negative
yo technician khusi thiyo tara hawa bhayo,negative
"parts quality helpful pani cha, faltu pani cha",neutral
phone response ma smooth experience bhayo,positive
Ma maintenance service bata raamro bhayo,positive
yo workshop ko quality satisfied cha,positive
yo garage dherai expensive lagyo,negative
yo mechanic dai galti cha,negative
"yo thau reliable pani cha, phutyo pani cha",neutral
yo repair service naraamro cha,negative
replacement parts professional thiyo tara kharab bhayo,negative
yo bill lastai happy cha,positive
engine condition ko quality thikkai chha,neutral
phone response lastai unprofessional cha,negative
engine condition samanya cha,neutral
yo mechanic dai never again,negative
ma payment system bata ali thik,neutral
yo mechanic shop jabardast thiyo tara dhilo bhayo,negative
staff haru expensive thiyo tara cheap bhayo,positive
malai yo servicing babbal lagena,negative
yo thau use garda good feel bhayo,positive
malai bike servicing quick lagena,negative
car servicing samanya cha,neutral
yo auto workshop use garda risaune feel bhayo,negative
waiting time ekdam hawa cha,negative
service time ramro lagyo,positive
phone response reasonable thiena,negative
billing system average cha,neutral
COMPLAINT HANDLING KO BAREMA NOT RECOMMENDED,negative
yo auto workshop normal cha,neutral
complaint handling so so,neutral
bill amount ma thikai cha,neutral
phone response ma same issue,negative
delivery time ekdam naramo cha,negative
YO SERVICING CENTER USE GARDA SCAM FEEL BHAYO,negative
bike servicing sundar chaina,negative
yo mechanic dai ekdam thikai cha,neutral
"yo bill khusi pani cha, thag pani cha",neutral
Yo repair service ma average experience bhayo,neutral
"yo repair service ma reliable cha, fake pani cha",neutral
yo price ramro lagyo,positive
yo technician ma service bhayo,neutral
repair time honest thiyo tara ruksha bhayo,negative
yo workshop lastai normal cha,neutral
service time lastai bekar cha,negative
ma parts replacement bata kaam adhuro,negative
engine kaam galti cha,negative
ma staff haru bata thik jasto,neutral
YO THAU USE GARDA THIKAI FEEL BHAYO,neutral
complaint handling use garda average feel bhayo,neutral
yo place ko quality terrible chha,negative
repair time pura mitho chaina,negative
maintenance service useless thiena,positive
yo auto workshop thikai chha,neutral
malai yo technician chitto lagyo,positive
service time use garda naraamro feel bhayo,negative
billing system ko quality friendly cha,positive
ma engine repair bata oil change,neutral
engine kaam dherai dhanyabad lagyo,positive
yo garage risaune thiena,positive
ma service cost bata oil change,neutral
yo repair service bharpardo chaina,negative
billing system engine check,neutral
REPLACEMENT PARTS KO BAREMA RECOMMEND GARDINA,negative
tyre condition ma satisfied chaina,negative
delivery time ok chha,neutral
mero experience ko quality worsened cha,negative
yo mechanic dai thagi thiena,positive
car servicing lastai ok cha,neutral
complaint handling ekdam samanya chha,neutral
delivery time ma feri aauchu,positive
"YO THAU SUNDAR PANI CHA, JHYAU PANI CHA",neutral
engine condition ma feri aauchu,positive
malai billing system thik lagyo,neutral
yo thau ma reasonable experience bhayo,positive
mero experience santusta thiyo tara pathetic bhayo,negative
"phone response ma best cha, bigreko pani cha",neutral
payment system late cha tara santusta cha,positive
yo workshop perfect cha,positive
ma service cost bata chitta bujhena,negative
payment system jabardast bhaena,negative
"service time ma satisfied cha, frustrated pani cha",neutral
